CriterionID	Subsection	Description	MaxMark	RunFrom	Commands	ExpectedResult	Notes
A4.1.19	A4.1	DNS resolver настроен на всех узлах	0.14	maint-a4	for h in 10.44.10.1 10.44.10.20 10.44.20.1 10.44.20.20 10.44.30.10 10.44.40.10 10.44.40.20; do echo ===$h===; ssh root@$h 'resolvectl status 2>/dev/null || cat /etc/resolv.conf'; done	На всех узлах resolver указывает на 10.44.40.10 или 127.0.0.1 на log-a4; FQDN cedar.a4.local резолвятся.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.2.1	A4.2	Дополнительные диски /dev/sdb и /dev/sdc доступны и используются	0.4	maint-a4	ssh root@10.44.30.10 'lsblk -o NAME,SIZE,TYPE,MOUNTPOINTS; pvs -o pv_name,vg_name,pv_size'	/dev/sdb и /dev/sdc присутствуют, размер не менее 12 GiB; они являются PV для vg_a4_storage.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.2.2	A4.2	VG vg_a4_storage создана корректно	0.38	maint-a4	ssh root@10.44.30.10 'vgs vg_a4_storage -o vg_name,pv_count,vg_size,vg_free --units g'	VG существует, PV count = 2, размер соответствует двум дополнительным дискам, есть свободное место.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.2.3	A4.2	LV lv_projects имеет требуемый размер и назначение	0.33	maint-a4	ssh root@10.44.30.10 'lvs /dev/vg_a4_storage/lv_projects -o lv_name,lv_size,vg_name --units g'	LV существует в vg_a4_storage, размер около 8 GiB.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.2.4	A4.2	LV lv_backups имеет требуемый размер и назначение	0.33	maint-a4	ssh root@10.44.30.10 'lvs /dev/vg_a4_storage/lv_backups -o lv_name,lv_size,vg_name --units g'	LV существует в vg_a4_storage, размер около 8 GiB.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.2.5	A4.2	LV lv_archive имеет требуемый размер и назначение	0.27	maint-a4	ssh root@10.44.30.10 'lvs /dev/vg_a4_storage/lv_archive -o lv_name,lv_size,vg_name --units g'	LV существует в vg_a4_storage, размер около 2 GiB.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.2.6	A4.2	Файловые системы созданы на всех LV	0.33	maint-a4	ssh root@10.44.30.10 'blkid /dev/vg_a4_storage/lv_projects /dev/vg_a4_storage/lv_backups /dev/vg_a4_storage/lv_archive'	Все три LV имеют TYPE="ext4" или TYPE="xfs".	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.2.7	A4.2	Mount points активны и указывают на соответствующие LV	0.38	maint-a4	ssh root@10.44.30.10 'for t in /srv/projects /srv/backups /srv/archive; do r=$(findmnt -rn --target "$t" -o TARGET,SOURCE,FSTYPE,OPTIONS); if [ -n "$r" ]; then printf "MOUNT=%s;RESULT=%s\n" "$t" "$r"; else printf "MOUNT=%s;RESULT=<NOT-MOUNTED>\n" "$t"; fi; done'	/srv/projects активен и использует LV lv_projects; /srv/backups активен и использует LV lv_backups; /srv/archive активен и использует LV lv_archive. Для каждого mount point выводится отдельный результат.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.2.8	A4.2	Mounts настроены через /etc/fstab по UUID или LABEL	0.33	maint-a4	ssh root@10.44.30.10 'cat /etc/fstab; blkid'	/etc/fstab содержит записи для /srv/projects, /srv/backups, /srv/archive с UUID= или LABEL=.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.2.9	A4.2	Тестовые файлы storage созданы с требуемым содержимым	0.22	maint-a4	ssh root@10.44.30.10 'cat /srv/projects/a4-nfs-ok.txt; cat /srv/backups/README.txt; test -e /srv/archive/.keep && echo keep-ok'	Вывод содержит A4_NFS_OK, A4_BACKUP_TARGET и keep-ok.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.2.10	A4.2	В VG оставлено не менее 1 GiB свободного места	0.27	maint-a4	ssh root@10.44.30.10 'vgs vg_a4_storage --units g --nosuffix -o vg_free'	VG Free >= 1.00 GiB с учётом округления.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.2.11	A4.2	Системный диск storage-a4 не используется для оцениваемого LVM	0.27	maint-a4	ssh root@10.44.30.10 'lsblk -o NAME,TYPE,MOUNTPOINTS; pvs -o pv_name,vg_name'	PV для vg_a4_storage находятся только на /dev/sdb и /dev/sdc, не на диске с /.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.2.12	A4.2	Файловые системы отражены в evidence	0.16	maint-a4	ssh root@10.44.20.20 'grep -Ei "ext4|xfs|vg_a4_storage|lv_projects|lv_backups|lv_archive|findmnt|fstab" /opt/grading/a4/storage-layout.txt'	Evidence содержит достаточные выводы lsblk/pvs/vgs/lvs/blkid/findmnt/fstab.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.2.13	A4.2	Storage layout сохраняется после remount / mount -a	0.33	maint-a4	ssh root@10.44.30.10 'systemctl daemon-reload && mount -a && for t in /srv/projects /srv/backups /srv/archive; do findmnt -rn --target "$t" -o TARGET,SOURCE,FSTYPE,OPTIONS || exit 1; done; lvs'	mount -a выполняется без ошибок; /srv/projects, /srv/backups и /srv/archive доступны и указывают на соответствующие LV после remount. Полный reboot может использоваться как дополнительная проверка, но не обязателен для начисления этого критерия.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.1	A4.3	Группы projectops и auditors созданы с требуемыми GID; backupops создана на storage-a4 при использовании backup permissions	0.24	maint-a4	for spec in storage-a4:10.44.30.10 maint-a4:10.44.20.20 sh-operator-a4:10.44.10.20; do n=${spec%%:*}; h=${spec#*:}; for g in projectops auditors; do r=$(ssh root@$h "getent group $g" 2>&1); printf "HOST=%s;GROUP=%s;ACTUAL=%s\n" "$n" "$g" "${r:-<MISSING>}"; done; done; r=$(ssh root@10.44.30.10 'getent group backupops' 2>&1); printf "HOST=storage-a4;GROUP=backupops;ACTUAL=%s\n" "${r:-<NOT-USED-OR-MISSING>}"	projectops:x:7440 и auditors:x:7450 присутствуют на storage-a4, maint-a4 и sh-operator-a4. Если backup permissions реализованы через backupops, backupops:x:7460 присутствует на storage-a4. Не снимать балл за отсутствие backupops на maint-a4/sh-operator-a4, если это не используется в решении. Для каждой обязательной группы на каждом узле выводится отдельный результат.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.2	A4.3	Пользователи olga и danil созданы с согласованными UID/GID	0.33	maint-a4	for h in 10.44.30.10 10.44.20.20 10.44.10.20; do echo ===$h===; ssh root@$h 'id olga; id danil'; done	olga имеет uid=8441 и gid/group projectops; danil имеет uid=8442 и gid/group auditors на всех узлах.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.3	A4.3	backupsvc создан на storage-a4 как destination user	0.19	maint-a4	ssh root@10.44.30.10 'id backupsvc; printf "GROUPS="; id -nG backupsvc; getent passwd backupsvc; getent group backupops'	backupsvc существует с uid=8490 и состоит в backupops (как primary/supplementary group либо указан в member list группы); парольный вход не является требованием критерия и не проверяется.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.4	A4.3	Каталог /srv/projects/team создан	0.14	maint-a4	ssh root@10.44.30.10 'test -d /srv/projects/team && ls -ld /srv/projects/team'	/srv/projects/team существует и находится на lv_projects.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.5	A4.3	POSIX permissions для /srv/projects/team корректны	0.29	maint-a4	ssh root@10.44.30.10 'namei -l /srv/projects/team; getfacl -p /srv/projects/team'	ACL/permissions дают rwx для projectops, r-x для auditors, отсутствие доступа для others.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.6	A4.3	Default ACL для наследования прав настроены	0.24	maint-a4	ssh root@10.44.30.10 'getfacl -p /srv/projects/team | grep -E "default:group:projectops:|default:group:auditors:"'	Есть default ACL для projectops с write-доступом и auditors без write-доступа.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.7	A4.3	NFSv4 export настроен только для SH-LAN и SZ-CLIENT	0.29	maint-a4	ssh root@10.44.30.10 'exportfs -v; cat /etc/exports'	Экспорт /srv/projects разрешён для 10.44.10.0/24 и 10.44.20.0/24; нет общего доступа для 0.0.0.0/0 или WAN-source.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.8	A4.3	NFSv4 работает over TCP/2049 без NFSv3/rpcbind dependency	0.24	maint-a4	ssh root@10.44.30.10 'ss -ltnp | grep :2049; rpcinfo -p 2>/dev/null || true'; ssh root@10.44.20.20 'nfsstat -m /mnt/a4-projects 2>/dev/null || true'	NFS server слушает TCP/2049; mount использует NFSv4.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.9	A4.3	root_squash включён для NFS export	0.19	maint-a4	ssh root@10.44.30.10 'exportfs -v | grep /srv/projects'	В параметрах export присутствует root_squash или отсутствует no_root_squash.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.10	A4.3	NFS mount активен на maint-a4	0.19	maint-a4	ssh root@10.44.20.20 'findmnt /mnt/a4-projects; cat /mnt/a4-projects/a4-nfs-ok.txt'	Mount активен, файл a4-nfs-ok.txt доступен и содержит A4_NFS_OK.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.11	A4.3	NFS mount активен на sh-operator-a4	0.19	maint-a4	ssh root@10.44.10.20 'findmnt /mnt/a4-projects; cat /mnt/a4-projects/a4-nfs-ok.txt'	Mount активен, файл a4-nfs-ok.txt доступен и содержит A4_NFS_OK.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.12	A4.3	NFS mounts сохраняются после reboot/mount -a	0.19	maint-a4	for h in 10.44.20.20 10.44.10.20; do echo ===$h===; ssh root@$h 'grep /mnt/a4-projects /etc/fstab; mount -a; findmnt /mnt/a4-projects'; done	fstab содержит persistent NFS mount; mount -a не ломает состояние.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.13	A4.3	Пользователь olga может писать в /mnt/a4-projects/team через NFS	0.24	maint-a4	for spec in maint-a4:10.44.20.20:A4_OLGA_NFS:olga-nfs-test.txt sh-operator-a4:10.44.10.20:A4_OLGA_SH_NFS:olga-sh-nfs-test.txt; do IFS=: read -r n h data file <<<"$spec"; if ssh root@$h "runuser -u olga -- sh -c 'printf %s $data > /mnt/a4-projects/team/$file'"; then echo "HOST=$n;OLGA_WRITE=PASS"; else echo "HOST=$n;OLGA_WRITE=FAIL"; fi; done	На maint-a4 и sh-operator-a4 команда от имени olga завершается успешно; соответствующий файл создаётся через NFS. Каждый клиент оценивается отдельно.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.14	A4.3	Пользователь danil может читать, но не писать в /mnt/a4-projects/team через NFS	0.24	maint-a4	for spec in maint-a4:10.44.20.20:danil-deny.txt sh-operator-a4:10.44.10.20:danil-sh-deny.txt; do IFS=: read -r n h file <<<"$spec"; r=$(ssh root@$h "if runuser -u danil -- ls /mnt/a4-projects/team >/dev/null && ! runuser -u danil -- sh -c 'echo deny > /mnt/a4-projects/team/$file' 2>/dev/null; then echo PASS; else echo FAIL; fi" 2>&1); printf "HOST=%s;DANIL_READ_NO_WRITE=%s\n" "$n" "$r"; done	На maint-a4 и sh-operator-a4 danil может прочитать каталог, но не может создать файл. Каждый клиент оценивается отдельно.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.15	A4.3	Samba service and share projects настроены на storage-a4	0.29	maint-a4	ssh root@10.44.30.10 'testparm -s 2>/dev/null | sed -n "/\[projects\]/,/^\[/p"; ss -ltnp | grep :445'	testparm показывает [projects] с path /srv/projects/team; samba слушает TCP/445.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.16	A4.3	Samba guest access запрещён	0.17	maint-a4	ssh root@10.44.20.20 "smbclient //storage-a4.cedar.a4.local/projects -N -c 'ls' 2>&1 || true"	Guest/anonymous access получает NT_STATUS_ACCESS_DENIED или эквивалентный отказ.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.17	A4.3	olga имеет read/write-доступ к Samba share	0.24	maint-a4	ssh root@10.44.20.20 "printf 'put /etc/hostname olga-smb-test.txt\nls\n' | smbclient //storage-a4.cedar.a4.local/projects -U 'olga%Skill39@A4'"	smbclient успешно подключается, файл olga-smb-test.txt создаётся/виден.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.18	A4.3	danil имеет read-only-доступ к Samba share	0.24	maint-a4	ssh root@10.44.20.20 "smbclient //storage-a4.cedar.a4.local/projects -U 'danil%Skill39@A4' -c 'ls'; printf 'put /etc/hostname danil-smb-deny.txt\n' | smbclient //storage-a4.cedar.a4.local/projects -U 'danil%Skill39@A4' 2>&1 || true"	Первое подключение/ls успешно; попытка записи получает ACCESS_DENIED или equivalent.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.3.19	A4.3	SMB over TCP/445 является оцениваемым доступом; NetBIOS не требуется	0.11	maint-a4	ssh root@10.44.30.10 'ss -ltnup | egrep ":(445|139|137|138)" || true'; ssh root@10.44.20.20 "smbclient -m SMB3 //storage-a4.cedar.a4.local/projects -U 'olga%Skill39@A4' -c 'ls'"	SMB-доступ работает по TCP/445; NetBIOS-порты не обязательны для успешной проверки.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.4.1	A4.4	Критичные данные созданы на svc-a4 с требуемым содержимым	0.33	maint-a4	ssh root@10.44.40.20 'cat /srv/a4-service/config/app.conf; cat /srv/a4-service/data/critical.txt'	app.conf содержит APP_NAME=cedar-a4, BACKUP_REQUIRED=yes, VERSION=1; critical.txt содержит A4_CRITICAL_DATA.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.4.2	A4.4	SSH key-based access root@svc-a4 -> backupsvc@storage-a4 работает	0.33	maint-a4	ssh root@10.44.40.20 "ssh -o BatchMode=yes -o ConnectTimeout=5 backupsvc@storage-a4.cedar.a4.local 'whoami; pwd'"	Команда завершается без запроса пароля; whoami=backupsvc.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.4.3	A4.4	backupsvc не имеет write-доступа вне /srv/backups/svc-a4	0.33	maint-a4	ssh root@10.44.30.10 'command -v runuser >/dev/null || { echo CHECK_ERROR_RUNUSER_MISSING; exit 127; }; rm -f /srv/projects/backupsvc-deny /srv/archive/backupsvc-deny /etc/backupsvc-deny /root/backupsvc-deny; runuser -u backupsvc -- test -w /srv/backups/svc-a4 && echo BACKUP_WRITE_OK; runuser -u backupsvc -- sh -c "touch /srv/projects/backupsvc-deny 2>/dev/null" || echo PROJECTS_DENIED; runuser -u backupsvc -- sh -c "touch /srv/archive/backupsvc-deny 2>/dev/null" || echo ARCHIVE_DENIED; runuser -u backupsvc -- sh -c "touch /etc/backupsvc-deny 2>/dev/null" || echo ETC_DENIED; runuser -u backupsvc -- sh -c "touch /root/backupsvc-deny 2>/dev/null" || echo ROOT_DENIED'	Отдельно подтверждаются пять свойств: BACKUP_WRITE_OK, PROJECTS_DENIED, ARCHIVE_DENIED, ETC_DENIED и ROOT_DENIED. Отсутствие runuser является ошибкой проверки, а не подтверждением запрета.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A4.4.4	A4.4	Backup script существует и исполняемый	0.24	maint-a4	ssh root@10.44.40.20 'ls -l /usr/local/sbin/a4-backup-svc.sh; test -x /usr/local/sbin/a4-backup-svc.sh && head -n 20 /usr/local/sbin/a4-backup-svc.sh'	Файл существует, имеет execute bit, содержит shell script logic.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
