CriterionID	Subsection	Description	MaxMark	RunFrom	Commands	ExpectedResult	Notes
A5.2.02	A5.2	BIND9 secondary authoritative; SOA serial согласован с primary	0.25	idm-a5	ssh root@10.55.40.10 'dig @127.0.0.1 atlas.a5.test SOA +short +norecurse'; ssh root@10.55.40.20 'systemctl is-active bind9 named 2>/dev/null || true; dig @127.0.0.1 atlas.a5.test SOA +short +norecurse'	Оба вывода содержат одинаковый serial (второе поле SOA); secondary отвечает авторитетно без SERVFAIL/REFUSED.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.2.03	A5.2	A/AAAA static records корректны для всех статических хостов	0.25	idm-a5	ssh root@10.55.40.10 'for q in sh-gw-a5 sh-client-a5 sz-gw-a5 sz-client-a5 idm-a5 net-a5 portal-a5; do echo ===$q===; dig @127.0.0.1 +short ${q}.atlas.a5.test A; dig @127.0.0.1 +short ${q}.atlas.a5.test AAAA; done'	sh-gw-a5 A=10.55.10.1 AAAA=2001:db8:a5:10::1; sh-client-a5 A=10.55.10.100 AAAA=2001:db8:a5:10::100; sz-gw-a5 A=10.55.20.1 AAAA=2001:db8:a5:20::1; sz-client-a5 A=10.55.20.100 AAAA=2001:db8:a5:20::100; idm-a5 A=10.55.40.10 AAAA=2001:db8:a5:40::10; net-a5 A=10.55.40.20 AAAA=2001:db8:a5:40::20; portal-a5 A=10.55.30.10 AAAA=2001:db8:a5:30::10.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.2.04	A5.2	Service CNAME ldap/dns1/dns2/portal/syslog корректны	0.25	idm-a5	ssh root@10.55.40.10 'for c in ldap dns1 dns2 portal syslog; do r=$(dig @127.0.0.1 +short ${c}.atlas.a5.test CNAME); printf "CNAME=%s;ACTUAL=%s\n" "$c" "${r:-<EMPTY>}"; done'	ldap->idm-a5.atlas.a5.test.; dns1->idm-a5.atlas.a5.test.; dns2->net-a5.atlas.a5.test.; portal->portal-a5.atlas.a5.test.; syslog->net-a5.atlas.a5.test. Для каждой записи выводится отдельный результат.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.2.05	A5.2	IPv4 reverse zones содержат PTR для static addresses и DHCP reservations	0.25	idm-a5	ssh root@10.55.40.10 'for ip in 10.55.10.1 10.55.10.100 10.55.20.1 10.55.20.100 10.55.30.1 10.55.30.10 10.55.40.1 10.55.40.10 10.55.40.20; do echo $ip; dig @127.0.0.1 -x $ip +short; done'	Каждый IP возвращает PTR-запись в зоне atlas.a5.test для соответствующих подсетей 10.55.10.0/24, 10.55.20.0/24, 10.55.30.0/24, 10.55.40.0/24.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.2.06	A5.2	Secondary разрешён AXFR с primary и имеет complete zone	0.25	idm-a5	ssh root@10.55.40.20 'dig @10.55.40.10 atlas.a5.test AXFR | tail -n5'	AXFR завершается полным переносом зоны, начинается и заканчивается совпадающей SOA-записью, без "Transfer failed"/"REFUSED".	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.2.07	A5.2	AXFR с обычного client запрещён	0.25	idm-a5	ssh root@10.55.10.100 'dig @10.55.40.10 atlas.a5.test AXFR +time=3 +tries=1'	Перенос зоны отклонён (REFUSED/Transfer failed/connection refused), зональные данные не возвращаются.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.2.08	A5.2	Оба DNS принимают recursive queries от internal client и выставляют RA	0.25	idm-a5	ssh root@10.55.10.100 'dig @10.55.40.10 www.example.test A +time=3 +tries=1'; ssh root@10.55.20.100 'dig @10.55.40.20 www.example.test A +time=3 +tries=1'	В обоих ответах присутствует флаг ra в заголовке; статус не REFUSED (итоговое разрешение внешнего имени не требуется в изолированной среде).	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.2.09	A5.2	BIND recursion ACL явно охватывает только четыре internal prefixes и не включает WAN	0.25	idm-a5	ssh root@10.55.40.10 'grep -RB2 -A10 "allow-recursion" /etc/bind/named.conf* 2>/dev/null; echo ===ACL-DEFS===; grep -RB1 -A6 "^[[:space:]]*acl " /etc/bind/named.conf* 2>/dev/null; echo ===EFFECTIVE===; named-checkconf -p 2>/dev/null | grep -A10 "allow-recursion"'	allow-recursion (напрямую либо через именованный acl-блок) перечисляет 10.55.10.0/24, 10.55.20.0/24, 10.55.30.0/24, 10.55.40.0/24 и не содержит 198.18.55.0/24 или "any".	Firewall WAN deny оценивается отдельно в A5.7; несовпадение DNS recursion ACL не подменяется firewall-политикой. При отказе зависимости классифицировать primary/dependency failure.
A5.2.10	A5.2	Все семь nodes настроены использовать idm-a5 и net-a5 как DNS resolvers	0.25	idm-a5	for h in 10.55.10.1 10.55.10.100 10.55.20.1 10.55.20.100 10.55.30.10 10.55.40.10 10.55.40.20; do echo ===$h===; ssh root@$h 'resolvectl status 2>/dev/null | grep -i "DNS Server" || cat /etc/resolv.conf'; done	На всех узлах резолвер указывает на 10.55.40.10 и 10.55.40.20 (на idm-a5/net-a5 допустим 127.0.0.1 как основной с fallback на второй сервер); FQDN atlas.a5.test резолвятся.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.2.11	A5.2	Automatic secondary update configuration присутствует; notify/primary relationship корректна	0.25	idm-a5	ssh root@10.55.40.10 'grep -A10 "zone \"atlas.a5.test\"" /etc/bind/named.conf.local; echo ===OPTIONS===; grep -RA4 "allow-transfer\|also-notify\|notify" /etc/bind/named.conf.options /etc/bind/named.conf.local 2>/dev/null'; ssh root@10.55.40.20 'grep -A10 "zone \"atlas.a5.test\"" /etc/bind/named.conf.local'	primary: type master/primary, allow-transfer{10.55.40.20;} (в zone-блоке либо глобально в options), notify yes/also-notify; secondary: type slave/secondary, masters{10.55.40.10;}.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.2.12	A5.2	При stopped primary обычный system resolver клиента продолжает разрешать internal name через secondary	0.25	idm-a5	ssh root@10.55.40.10 'systemctl stop bind9 named 2>/dev/null || true'; ssh root@10.55.10.100 'getent hosts portal.atlas.a5.test || resolvectl query portal.atlas.a5.test'; ssh root@10.55.40.10 'systemctl start bind9 2>/dev/null || systemctl start named; systemctl is-active bind9 named 2>/dev/null'	Пока primary остановлен, клиент по-прежнему разрешает portal.atlas.a5.test через net-a5; в конце primary перезапущен и активен.	Обязательно восстановить bind9 на idm-a5 после проверки (systemctl start bind9). При отказе зависимости классифицировать primary/dependency failure.
A5.3.01	A5.3	Kea DHCPv4 enabled и active на net-a5	0.25	idm-a5	ssh root@10.55.40.20 'systemctl is-enabled kea-dhcp4-server 2>/dev/null; systemctl is-active kea-dhcp4-server 2>/dev/null; ss -lnup | grep :67'	kea-dhcp4-server enabled и active; сервис слушает UDP/67.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.3.02	A5.3	DHCP relay обслуживает SH-LAN и направляет к net-a5	0.25	idm-a5	ssh root@10.55.10.1 'ps aux | grep -iE "[d]hcrelay|[d]hcp.?relay"; systemctl list-units --all --no-legend --type=service 2>/dev/null | grep -i relay; cat /etc/default/isc-dhcp-relay 2>/dev/null; grep -RiE "dhcrelay|10\.55\.40\.20|net-a5" /etc/systemd/system/*.service /lib/systemd/system/*relay* 2>/dev/null'	На sh-gw-a5 запущен DHCP relay процесс (dhcrelay/isc-dhcp-relay либо эквивалентный systemd-юнит), настроенный на пересылку к net-a5 (10.55.40.20) через SH-LAN интерфейс. Точное имя пакета/юнита не регламентировано — оценивается факт работающей пересылки.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.3.03	A5.3	DHCP relay обслуживает SZ-CLIENT и направляет к net-a5	0.25	idm-a5	ssh root@10.55.20.1 'ps aux | grep -iE "[d]hcrelay|[d]hcp.?relay"; systemctl list-units --all --no-legend --type=service 2>/dev/null | grep -i relay; cat /etc/default/isc-dhcp-relay 2>/dev/null; grep -RiE "dhcrelay|10\.55\.40\.20|net-a5" /etc/systemd/system/*.service /lib/systemd/system/*relay* 2>/dev/null'	На sz-gw-a5 запущен DHCP relay процесс (dhcrelay/isc-dhcp-relay либо эквивалентный systemd-юнит), настроенный на пересылку к net-a5 (10.55.40.20) через интерфейс SZ-CLIENT. Точное имя пакета/юнита не регламентировано — оценивается факт работающей пересылки.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.3.04	A5.3	DHCP pools равны 10.55.10.100-149 и 10.55.20.100-149	0.25	idm-a5	ssh root@10.55.40.20 'grep -A8 "\"pools\"" /etc/kea/kea-dhcp4.conf'	Пулы содержат диапазоны 10.55.10.100 - 10.55.10.149 и 10.55.20.100 - 10.55.20.149.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.3.05	A5.3	Reservation sh-client-a5 использует фактический MAC → 10.55.10.100	0.25	idm-a5	MAC=$(ssh root@10.55.10.100 'IFACE=$(ip -4 route show default | sed -n "s/.* dev \([^ ]*\).*/\1/p"); cat /sys/class/net/$IFACE/address'); echo "MAC=$MAC"; ssh root@10.55.40.20 "grep -B2 -A2 -i '$MAC' /etc/kea/kea-dhcp4.conf"	В конфигурации Kea присутствует reservation с hw-address, совпадающим с фактическим MAC sh-client-a5, и ip-address 10.55.10.100.	DHCP-резервирование должно использовать реальный MAC клиента; изменение MAC для упрощения задания не допускается. При отказе зависимости классифицировать primary/dependency failure.
A5.3.06	A5.3	Reservation sz-client-a5 использует фактический MAC → 10.55.20.100	0.25	idm-a5	MAC=$(ssh root@10.55.20.100 'IFACE=$(ip -4 route show default | sed -n "s/.* dev \([^ ]*\).*/\1/p"); cat /sys/class/net/$IFACE/address'); echo "MAC=$MAC"; ssh root@10.55.40.20 "grep -B2 -A2 -i '$MAC' /etc/kea/kea-dhcp4.conf"	В конфигурации Kea присутствует reservation с hw-address, совпадающим с фактическим MAC sz-client-a5, и ip-address 10.55.20.100.	DHCP-резервирование должно использовать реальный MAC клиента; изменение MAC для упрощения задания не допускается. При отказе зависимости классифицировать primary/dependency failure.
A5.3.07	A5.3	DHCP выдаёт sh-client-a5 default gateway 10.55.10.1	0.25	idm-a5	ssh root@10.55.10.100 'ip route show default'	default route через 10.55.10.1.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.3.08	A5.3	DHCP выдаёт sz-client-a5 default gateway 10.55.20.1	0.25	idm-a5	ssh root@10.55.20.100 'ip route show default'	default route через 10.55.20.1.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.3.09	A5.3	DHCP выдаёт два DNS servers и domain/search atlas.a5.test обоим клиентам	0.25	idm-a5	ssh root@10.55.10.100 'cat /etc/resolv.conf'; ssh root@10.55.20.100 'cat /etc/resolv.conf'	Оба клиента получают nameserver 10.55.40.10 и 10.55.40.20, а также domain/search atlas.a5.test.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.3.10	A5.3	Фактические DHCP leases равны reservations	0.25	idm-a5	ssh root@10.55.40.20 'grep -B1 -A6 "10.55.10.100\|10.55.20.100" /var/lib/kea/kea-leases4.csv 2>/dev/null || tail -n 40 /var/lib/kea/kea-leases4.csv 2>/dev/null'	Активные leases для sh-client-a5 и sz-client-a5 совпадают с зарезервированными IP/MAC.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.3.11	A5.3	DHCP server не имеет NIC в client broadcast domains	0.25	idm-a5	ssh root@10.55.40.20 'ip -4 -br addr'	На net-a5 присутствует только интерфейс с адресом 10.55.40.20/24 (SZ-SERVERS); интерфейсов в 10.55.10.0/24 или 10.55.20.0/24 нет.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.3.12	A5.3	После restart Kea clients выполняют реальный renew/rebind и сохраняют reservation/options	0.25	idm-a5	ssh root@10.55.40.20 'systemctl restart kea-dhcp4-server; systemctl is-active kea-dhcp4-server'; ssh root@10.55.10.100 'IFACE=$(ip -4 route show default | sed -n "s/.* dev \([^ ]*\).*/\1/p"); dhclient -r $IFACE 2>/dev/null; dhclient $IFACE; ip -4 -br addr show $IFACE'; ssh root@10.55.20.100 'IFACE=$(ip -4 route show default | sed -n "s/.* dev \([^ ]*\).*/\1/p"); dhclient -r $IFACE 2>/dev/null; dhclient $IFACE; ip -4 -br addr show $IFACE'	kea-dhcp4-server активен после restart; после явного release/renew sh-client-a5 снова получает 10.55.10.100/24, sz-client-a5 — 10.55.20.100/24.	Простое наличие старого IP без выполненного release/renew не является доказательством. Требует --post-reboot/явного согласования restart с экспертом.
A5.4.01	A5.4	OpenLDAP active; suffix dc=atlas,dc=a5,dc=test	0.25	idm-a5	ssh root@10.55.40.10 'systemctl is-active slapd; ldapsearch -x -H ldap://127.0.0.1 -b "" -s base namingContexts'	slapd активен; namingContexts возвращает dc=atlas,dc=a5,dc=test.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.4.02	A5.4	OU People, Groups и Services существуют	0.25	idm-a5	ssh root@10.55.40.10 'slapcat -b "dc=atlas,dc=a5,dc=test" 2>&1'	LDIF-дамп содержит записи dn: ou=People,dc=atlas,dc=a5,dc=test; dn: ou=Groups,dc=atlas,dc=a5,dc=test; dn: ou=Services,dc=atlas,dc=a5,dc=test.	Используется slapcat (root, напрямую из БД, минуя ACL), а не ldapsearch/EXTERNAL — доступ через ldapi:/// к пользовательской базе не гарантирован дефолтной настройкой Debian slapd и не должен предполагаться. При отказе зависимости классифицировать primary/dependency failure.
A5.4.03	A5.4	netops GID 5501 и webops GID 5502 корректны	0.25	idm-a5	ssh root@10.55.40.10 'slapcat -b "dc=atlas,dc=a5,dc=test" 2>&1'	В LDIF-записи с cn: netops присутствует gidNumber: 5501; в записи с cn: webops присутствует gidNumber: 5502 (значения проверяются именно внутри своей записи, а не где-либо в дампе).	Используется slapcat (root, напрямую из БД, минуя ACL). При отказе зависимости классифицировать primary/dependency failure.
A5.4.04	A5.4	nora UID/GID=6501/5501; erlan UID/GID=6502/5501	0.25	idm-a5	ssh root@10.55.40.10 'slapcat -b "dc=atlas,dc=a5,dc=test" 2>&1'	В LDIF-записи с uid: nora присутствуют uidNumber: 6501 и gidNumber: 5501; в записи с uid: erlan — uidNumber: 6502 и gidNumber: 5501 (значения проверяются именно внутри своей записи).	Используется slapcat (root, напрямую из БД, минуя ACL). При отказе зависимости классифицировать primary/dependency failure.
A5.4.05	A5.4	nora member of webops; erlan не состоит в webops	0.25	idm-a5	ssh root@10.55.40.10 'slapcat -b "dc=atlas,dc=a5,dc=test" 2>&1'	В LDIF-записи с cn: webops атрибут member/memberUid содержит nora (uid или полный DN) и не содержит erlan.	Используется slapcat (root, напрямую из БД, минуя ACL). При отказе зависимости классифицировать primary/dependency failure.
A5.4.06	A5.4	ldap-reader существует и bind с Skill39@A5-Reader успешен	0.25	idm-a5	ssh root@10.55.40.10 'ldapwhoami -x -ZZ -H ldap://127.0.0.1 -D "uid=ldap-reader,ou=Services,dc=atlas,dc=a5,dc=test" -w "Skill39@A5-Reader"'	ldapwhoami возвращает dn:uid=ldap-reader,ou=Services,dc=atlas,dc=a5,dc=test через StartTLS без ошибки bind.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.4.07	A5.4	ldap-reader может read/search необходимые POSIX identity/group attributes	0.25	idm-a5	ssh root@10.55.40.10 'ldapsearch -x -ZZ -H ldap://127.0.0.1 -D "uid=ldap-reader,ou=Services,dc=atlas,dc=a5,dc=test" -w "Skill39@A5-Reader" -b "dc=atlas,dc=a5,dc=test" "(uid=nora)" uid uidNumber gidNumber homeDirectory loginShell'	Возвращаются POSIX-атрибуты nora: uid, uidNumber, gidNumber, homeDirectory, loginShell.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.4.08	A5.4	ldap-reader не может изменять directory	0.25	idm-a5	ssh root@10.55.40.10 'printf "dn: uid=nora,ou=People,dc=atlas,dc=a5,dc=test\nchangetype: modify\nreplace: loginShell\nloginShell: /bin/false\n" | ldapmodify -x -ZZ -H ldap://127.0.0.1 -D "uid=ldap-reader,ou=Services,dc=atlas,dc=a5,dc=test" -w "Skill39@A5-Reader" 2>&1'	Операция modify завершается ошибкой "Insufficient access" (result 50); запись nora не изменяется.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.4.09	A5.4	Anonymous browse ou=People запрещён	0.25	idm-a5	ssh root@10.55.40.10 'ldapsearch -x -H ldap://127.0.0.1 -b "ou=People,dc=atlas,dc=a5,dc=test" "(objectClass=*)" dn 2>&1'	Поиск не возвращает записи nora/erlan (0 entries, insufficient access или no such object).	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.4.10	A5.4	Anonymous чтение userPassword запрещено	0.25	idm-a5	ssh root@10.55.40.10 'ldapsearch -x -H ldap://127.0.0.1 -b "dc=atlas,dc=a5,dc=test" "(uid=nora)" userPassword 2>&1'	Значение атрибута userPassword не возвращается анонимному bind.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.4.11	A5.4	Local CA и LDAP server certificate настроены на slapd	0.25	idm-a5	ssh root@10.55.40.10 'slapcat -b "cn=config" 2>&1 | grep -iE "olcTLSCertificateFile|olcTLSCertificateKeyFile|olcTLSCACertificateFile"; ldapsearch -Y EXTERNAL -H ldapi:/// -b "cn=config" "(olcTLSCertificateFile=*)" olcTLSCertificateFile olcTLSCertificateKeyFile olcTLSCACertificateFile 2>&1'	olcTLSCertificateFile/olcTLSCertificateKeyFile/olcTLSCACertificateFile указывают на существующие файлы локального CA и серверного сертификата idm-a5.	Основной метод — slapcat (root, минуя ACL); ldapsearch -Y EXTERNAL добавлен как дублирующее подтверждение через штатный SASL/ldapi механизм Debian slapd. При отказе зависимости классифицировать primary/dependency failure.
A5.4.12	A5.4	StartTLS certificate validation работает с CA; проверка CA не отключена	0.25	idm-a5	ssh root@10.55.40.10 'ldapsearch -x -ZZ -H ldap://idm-a5.atlas.a5.test -b "" -s base 2>&1 | head -n5; grep -RiE "TLS_REQCERT" /etc/ldap/ldap.conf'	StartTLS handshake успешен через доверенный системный CA без отключения проверки; TLS_REQCERT не установлен в never/allow.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.4.13	A5.4	Оба SSSD используют ldap-reader, StartTLS и обязательную CA verification	0.25	idm-a5	ssh root@10.55.10.100 'grep -E "ldap_default_bind_dn|ldap_id_use_start_tls|ldap_tls_reqcert|ldap_uri" /etc/sssd/sssd.conf'; ssh root@10.55.20.100 'grep -E "ldap_default_bind_dn|ldap_id_use_start_tls|ldap_tls_reqcert|ldap_uri" /etc/sssd/sssd.conf'	На обоих клиентах ldap_default_bind_dn=uid=ldap-reader,ou=Services,dc=atlas,dc=a5,dc=test; ldap_id_use_start_tls=true; ldap_tls_reqcert не равен never.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
A5.4.14	A5.4	nora/erlan разрешаются через SSSD и отсутствуют как локальные users	0.25	idm-a5	ssh root@10.55.10.100 'getent passwd nora erlan; grep -E "^nora:|^erlan:" /etc/passwd || echo SH_NOT_LOCAL'; ssh root@10.55.20.100 'getent passwd nora erlan; grep -E "^nora:|^erlan:" /etc/passwd || echo SZ_NOT_LOCAL'	getent возвращает записи nora(6501)/erlan(6502) через SSSD на обоих клиентах; SH_NOT_LOCAL и SZ_NOT_LOCAL подтверждают отсутствие локальных записей в /etc/passwd.	При отказе зависимости выполнить проверку по IP/локально и классифицировать primary/dependency failure. Балл начисляется только за проверяемый результат данного критерия.
