CriterionID	Subsection	Description	MaxMark	RunFrom	Commands	ExpectedResult	Notes
A3.1.11	A3.1	NAT между внутренними сетями не используется	0.25	admin-a3	ssh root@10.33.40.10 'timeout 8 tcpdump -ni any host 10.33.10.20 -c 3' & sleep 1; ssh root@10.33.10.20 'curl -sk https://portal.nova.a3.test/ >/dev/null'; wait	На proxy-a3/tcpdump виден source 10.33.10.20. Не должен быть виден masqueraded source 192.0.2.20/10.33.40.1.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.1.12	A3.1	Network settings сохраняются после перезагрузки/рестарта networking	0.20	admin-a3	После reboot/restart: повторить проверки A3.1.2–A3.1.8.	Все адреса, маршруты и forwarding сохраняются.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.1.13	A3.1	Внешние APT repositories не используются	0.10	admin-a3	for h in 10.33.10.1 10.33.10.20 10.33.20.1 10.33.20.20 10.33.40.10 10.33.40.20 10.33.30.10; do echo ===$h===; ssh root@$h 'grep -R "^deb \|^deb-src " /etc/apt/sources.list /etc/apt/sources.list.d 2>/dev/null || true'; done	Не используются публичные Internet repositories. Допустимы только локальные репозитории площадки, file:/, preinstalled packages или пустой sources.list.	Это оценивает соблюдение запрета на внешние Internet-ресурсы, а не наличие предустановленных packages.
A3.2.1	A3.2	DNS service на proxy-a3 запущен и слушает TCP/UDP 53	0.20	admin-a3	ssh root@10.33.40.10 'systemctl is-active bind9 named 2>/dev/null || true; ss -lntup | grep -E ":53\b"'	DNS service active; TCP/UDP 53 listening.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.2.2	A3.2	Зона nova.a3.test имеет корректные SOA и NS records	0.20	admin-a3	ssh root@10.33.20.20 'server=10.33.40.10; soa=$(dig @"$server" nova.a3.test SOA +time=3 +tries=1 +noall +comments +answer 2>&1); ns=$(dig @"$server" nova.a3.test NS +time=3 +tries=1 +noall +comments +answer 2>&1); printf "%s\n%s\n" "$soa" "$ns"; rc=0; if printf "%s\n" "$soa" | grep -Eq "status: NOERROR" && printf "%s\n" "$soa" | awk '\''$4=="SOA" && $5=="proxy-a3.nova.a3.test."{ok=1} END{exit !ok}'\''; then echo "DNS_SOA_OK mname=proxy-a3.nova.a3.test."; else echo "DNS_SOA_FAIL: требуется NOERROR и SOA MNAME proxy-a3.nova.a3.test."; rc=1; fi; if printf "%s\n" "$ns" | grep -Eq "status: NOERROR" && printf "%s\n" "$ns" | awk '\''$4=="NS" && $5=="proxy-a3.nova.a3.test."{ok=1} END{exit !ok}'\''; then echo "DNS_NS_OK target=proxy-a3.nova.a3.test."; else echo "DNS_NS_FAIL: требуется NOERROR и NS proxy-a3.nova.a3.test."; rc=1; fi; exit "$rc"'	DNS_SOA_OK подтверждает SOA MNAME proxy-a3.nova.a3.test.; DNS_NS_OK подтверждает NS target proxy-a3.nova.a3.test.; оба ответа имеют status NOERROR.	Успешный exit команды dig без проверки содержимого не считается выполнением критерия.
A3.2.3	A3.2	A records для всех физических хостов корректны	0.25	admin-a3	ssh root@10.33.20.20 'check_a() { name="$1"; expected="$2"; got=$(dig @10.33.40.10 +short "${name}.nova.a3.test" A +time=3 +tries=1 2>/dev/null | sort -u | sed "/^$/d"); compact=$(printf "%s" "$got" | tr "\n" "," | sed "s/,$//"); if [ "$got" = "$expected" ]; then echo "DNS_A_OK $name expected=$expected actual=$compact"; printf "\033[32mDEVICE %-18s: PASS\033[0m\n" "$name"; echo "  Причина: A record точно соответствует addressing plan ($expected)."; return 0; else echo "DNS_A_FAIL $name expected=$expected actual=${compact:-EMPTY}"; printf "\033[31mDEVICE %-18s: FAIL\033[0m\n" "$name"; echo "  Причина: ожидался только $expected, получено ${compact:-пустой ответ}."; return 1; fi; }; rc=0; check_a branch-fw-a3 10.33.10.1 || rc=1; check_a branch-user-a3 10.33.10.20 || rc=1; check_a hq-fw-a3 10.33.20.1 || rc=1; check_a admin-a3 10.33.20.20 || rc=1; check_a proxy-a3 10.33.40.10 || rc=1; check_a app-a3 10.33.40.20 || rc=1; check_a log-a3 10.33.30.10 || rc=1; exit "$rc"'	Для каждого из семи базовых FQDN выводится ожидаемый и фактический IPv4, затем отдельный PASS/FAIL. Засчитывается только единственный точный primary/internal IPv4; частичный балл рассчитывается по числу корректных записей.	Проверка не останавливается на первой ошибке. Для multi-interface gateway базовое имя не должно указывать на WAN, если отдельно есть interface-specific records.
A3.2.4	A3.2	AAAA records для всех физических хостов корректны	0.20	admin-a3	ssh root@10.33.20.20 'check_aaaa() { name="$1"; expected="$2"; got=$(dig @10.33.40.10 +short "${name}.nova.a3.test" AAAA +time=3 +tries=1 2>/dev/null | sort -u | sed "/^$/d"); compact=$(printf "%s" "$got" | tr "\n" "," | sed "s/,$//"); if [ "$got" = "$expected" ]; then echo "DNS_AAAA_OK $name expected=$expected actual=$compact"; printf "\033[32mDEVICE %-18s: PASS\033[0m\n" "$name"; echo "  Причина: AAAA record точно соответствует addressing plan ($expected)."; return 0; else echo "DNS_AAAA_FAIL $name expected=$expected actual=${compact:-EMPTY}"; printf "\033[31mDEVICE %-18s: FAIL\033[0m\n" "$name"; echo "  Причина: ожидался только $expected, получено ${compact:-пустой ответ}."; return 1; fi; }; rc=0; check_aaaa branch-fw-a3 2001:db8:a3:10::1 || rc=1; check_aaaa branch-user-a3 2001:db8:a3:10::20 || rc=1; check_aaaa hq-fw-a3 2001:db8:a3:20::1 || rc=1; check_aaaa admin-a3 2001:db8:a3:20::20 || rc=1; check_aaaa proxy-a3 2001:db8:a3:40::10 || rc=1; check_aaaa app-a3 2001:db8:a3:40::20 || rc=1; check_aaaa log-a3 2001:db8:a3:30::10 || rc=1; exit "$rc"'	Для каждого из семи базовых FQDN выводятся expected и actual IPv6, затем отдельный DEVICE PASS/FAIL. Засчитывается только единственный точный primary/internal IPv6; частичный балл рассчитывается по числу корректных записей.	Проверка не останавливается на первой ошибке. Interface-specific IPv6 records оцениваются отдельно только если явно предусмотрены заданием.
A3.2.5	A3.2	Interface-specific DNS names для gateway-хостов корректны	0.20	admin-a3	ssh root@10.33.20.20 'for n in branch-fw-wan-a3 hq-fw-wan-a3 hq-fw-admin-a3 hq-fw-log-a3 hq-fw-srv-a3; do echo $n; dig @10.33.40.10 +short ${n}.nova.a3.test A; done'	Records указывают на 192.0.2.10, 192.0.2.20, 10.33.20.1, 10.33.30.1, 10.33.40.1.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.2.6	A3.2	WireGuard DNS names корректны	0.15	admin-a3	ssh root@10.33.20.20 'dig @10.33.40.10 +short hq-fw-wg-a3.nova.a3.test A; dig @10.33.40.10 +short branch-user-wg-a3.nova.a3.test A'	Возвращается 10.233.3.1 и 10.233.3.10.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.2.7	A3.2	CNAME records portal и www корректны	0.20	admin-a3	ssh root@10.33.20.20 'dig @10.33.40.10 portal.nova.a3.test CNAME +short; dig @10.33.40.10 www.nova.a3.test CNAME +short'	CNAME указывает на proxy-a3.nova.a3.test.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.2.8	A3.2	IPv4 PTR records для физических адресов корректны	0.25	admin-a3	ssh root@10.33.20.20 'for ip in 10.33.10.1 10.33.10.20 192.0.2.10 192.0.2.20 10.33.20.1 10.33.20.20 10.33.30.1 10.33.30.10 10.33.40.1 10.33.40.10 10.33.40.20; do echo $ip; dig @10.33.40.10 -x $ip +short; done'	Каждый PTR возвращает соответствующее hostname/FQDN.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.2.9	A3.2	IPv4 PTR records для WireGuard-адресов корректны	0.15	admin-a3	ssh root@10.33.20.20 'dig @10.33.40.10 -x 10.233.3.1 +short; dig @10.33.40.10 -x 10.233.3.10 +short'	Возвращаются hq-fw-wg-a3.nova.a3.test и branch-user-wg-a3.nova.a3.test.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.2.10	A3.2	DNS recursion разрешена только для внутренних source networks	0.25	admin-a3	ssh root@10.33.10.20 'out=$(dig @10.33.40.10 nova.a3.test SOA +time=3 +tries=1 +noall +comments +answer 2>&1); printf "%s\n" "$out"; if printf "%s\n" "$out" | grep -Eq "flags:.*ra" && printf "%s\n" "$out" | grep -Fq "SOA" && ! printf "%s\n" "$out" | grep -Eq "status: REFUSED|timed out|no servers could be reached"; then echo "DNS_RECURSION_OK branch-user-a3 RA+SOA"; else echo "DNS_RECURSION_FAIL branch-user-a3 no-RA-or-no-SOA"; exit 1; fi'\nssh root@10.33.20.20 'out=$(dig @10.33.40.10 nova.a3.test SOA +time=3 +tries=1 +noall +comments +answer 2>&1); printf "%s\n" "$out"; if printf "%s\n" "$out" | grep -Eq "flags:.*ra" && printf "%s\n" "$out" | grep -Fq "SOA" && ! printf "%s\n" "$out" | grep -Eq "status: REFUSED|timed out|no servers could be reached"; then echo "DNS_RECURSION_OK admin-a3 RA+SOA"; else echo "DNS_RECURSION_FAIL admin-a3 no-RA-or-no-SOA"; exit 1; fi'\nssh root@10.33.40.20 'out=$(dig @10.33.40.10 nova.a3.test SOA +time=3 +tries=1 +noall +comments +answer 2>&1); printf "%s\n" "$out"; if printf "%s\n" "$out" | grep -Eq "flags:.*ra" && printf "%s\n" "$out" | grep -Fq "SOA" && ! printf "%s\n" "$out" | grep -Eq "status: REFUSED|timed out|no servers could be reached"; then echo "DNS_RECURSION_OK app-a3 RA+SOA"; else echo "DNS_RECURSION_FAIL app-a3 no-RA-or-no-SOA"; exit 1; fi'\nssh root@10.33.30.10 'out=$(dig @10.33.40.10 nova.a3.test SOA +time=3 +tries=1 +noall +comments +answer 2>&1); printf "%s\n" "$out"; if printf "%s\n" "$out" | grep -Eq "flags:.*ra" && printf "%s\n" "$out" | grep -Fq "SOA" && ! printf "%s\n" "$out" | grep -Eq "status: REFUSED|timed out|no servers could be reached"; then echo "DNS_RECURSION_OK log-a3 RA+SOA"; else echo "DNS_RECURSION_FAIL log-a3 no-RA-or-no-SOA"; exit 1; fi'	На каждом внутреннем source DNS-ответ локальной зоны nova.a3.test содержит флаг RA и SOA; DNS_RECURSION_FAIL отсутствует.	Проверка использует локальную авторитативную зону и не зависит от Internet/upstream. Не требовать recursion через WireGuard.
A3.2.11	A3.2	DNS recursion запрещена для source addresses из WAN-сегмента	0.25	admin-a3	ssh root@10.33.10.1 'dig -b 192.0.2.10 @10.33.40.10 example.invalid A +time=2 +tries=1 +comments 2>&1 || true'\nssh root@10.33.20.1 'dig -b 192.0.2.20 @10.33.40.10 example.invalid A +time=2 +tries=1 +comments 2>&1 || true'	WAN-source запросы к DNS-серверу proxy-a3 должны получать REFUSED или отсутствие ответа. Запрос не должен возвращать успешный рекурсивный ответ.	Важно: проверка обращается к DNS-серверу 10.33.40.10, а не к WAN-интерфейсу hq-fw-a3.
A3.2.12	A3.2	DNS resolver настроен на всех узлах	0.25	admin-a3	for h in 10.33.10.1 10.33.10.20 10.33.20.1 10.33.20.20 10.33.40.10 10.33.40.20 10.33.30.10; do echo ===$h===; ssh root@$h 'resolvectl dns 2>/dev/null || cat /etc/resolv.conf'; done	Resolver указывает на proxy-a3/10.33.40.10 или 127.0.0.1 на proxy-a3.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.2.13	A3.2	DNS resolution работает с branch-user-a3 и admin-a3 через routed path	0.20	admin-a3	ssh root@10.33.10.20 'getent hosts portal.nova.a3.test app-a3.nova.a3.test log-a3.nova.a3.test'; ssh root@10.33.20.20 'getent hosts portal.nova.a3.test app-a3.nova.a3.test log-a3.nova.a3.test'	getent hosts возвращает ожидаемые адреса.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.2.14	A3.2	DNS service и zone configuration сохраняются после restart/reboot	0.10	admin-a3	ssh root@10.33.40.10 'systemctl restart bind9 || systemctl restart named'; sleep 2; ssh root@10.33.20.20 'dig @10.33.40.10 portal.nova.a3.test A +short'	После restart DNS отвечает корректно.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.2.15	A3.2	В resolver configuration не используются внешние DNS-серверы	0.15	admin-a3	for h in 10.33.10.20 10.33.20.20 10.33.40.10 10.33.40.20 10.33.30.10; do echo ===$h===; ssh root@$h 'grep -R "nameserver" /etc/resolv.conf /etc/systemd/resolved.conf /etc/systemd/resolved.conf.d 2>/dev/null || true'; done	Не используются 8.8.8.8, 1.1.1.1, внешние DNS или реальные Internet resolver.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.3.1	A3.3	Root CA Nova A3 Root CA создан и доступен на proxy-a3	0.25	admin-a3	ssh root@10.33.40.10 'found=0; while IFS= read -r f; do subject=$(openssl x509 -in "$f" -noout -subject 2>/dev/null) || continue; printf "CERTIFICATE=%s\n%s\n" "$f" "$subject"; if printf "%s\n" "$subject" | grep -Eq "CN[[:space:]]*=[[:space:]]*Nova A3 Root CA"; then found=1; break; fi; done < <(find /opt/a3-ca -maxdepth 2 -type f \( -name "*.pem" -o -name "*.crt" \) 2>/dev/null); if [ "$found" -eq 1 ]; then echo "ROOT_CA_SUBJECT_OK"; else echo "ROOT_CA_SUBJECT_FAIL: сертификат с CN = Nova A3 Root CA не найден"; exit 1; fi'	Вывод содержит ROOT_CA_SUBJECT_OK и subject с CN = Nova A3 Root CA.	Проверяются все PEM/CRT в /opt/a3-ca; отсутствие каталога, читаемого сертификата или нужного CN даёт FAIL.
A3.3.2	A3.3	Root CA имеет корректные X.509 extensions	0.25	admin-a3	ssh root@10.33.40.10 'openssl x509 -in /opt/a3-ca/ca.pem -noout -text | egrep -A2 "Basic Constraints|Key Usage"'	Basic Constraints: CA:TRUE; Key Usage включает Certificate Sign/CRL Sign.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.3.3	A3.3	CA private key защищён и не доступен через web service	0.25	admin-a3	ssh root@10.33.40.10 'found=0; secure=1; while IFS= read -r f; do if openssl pkey -in "$f" -noout >/dev/null 2>&1; then found=1; owner=$(stat -c "%U" "$f"); group=$(stat -c "%G" "$f"); mode=$(stat -c "%a" "$f"); printf "PRIVATE_KEY=%s owner=%s group=%s mode=%s\n" "$f" "$owner" "$group" "$mode"; [ "$owner" = root ] || secure=0; case "$mode" in 400|440|600|640) ;; *) secure=0 ;; esac; fi; done < <(find /opt/a3-ca -maxdepth 2 -type f 2>/dev/null); body=$(curl -sk --max-time 5 https://portal.nova.a3.test/ca.key 2>/dev/null || true); if printf "%s\n" "$body" | grep -Eq "BEGIN (RSA |EC |OPENSSH )?PRIVATE KEY"; then echo "PRIVATE_KEY_WEB_EXPOSED"; secure=0; else echo "PRIVATE_KEY_WEB_NOT_EXPOSED"; fi; if [ "$found" -eq 1 ] && [ "$secure" -eq 1 ]; then echo "PRIVATE_KEY_SECURITY_OK"; else [ "$found" -eq 1 ] || echo "PRIVATE_KEY_NOT_FOUND"; echo "PRIVATE_KEY_SECURITY_FAIL"; exit 1; fi'	Есть приватный ключ CA с владельцем root и правами 400/440/600/640; web-ответ не содержит PEM private key; вывод содержит PRIVATE_KEY_SECURITY_OK.	Ключ определяется через openssl pkey, поэтому имя файла не обязано содержать key.
A3.3.4	A3.3	Portal certificate подписан локальным Root CA	0.25	admin-a3	ssh root@10.33.40.10 'ca=""; while IFS= read -r f; do subject=$(openssl x509 -in "$f" -noout -subject 2>/dev/null) || continue; if printf "%s\n" "$subject" | grep -Eq "CN[[:space:]]*=[[:space:]]*Nova A3 Root CA"; then ca="$f"; break; fi; done < <(find /opt/a3-ca -maxdepth 2 -type f \( -name "*.pem" -o -name "*.crt" \) 2>/dev/null); if [ -z "$ca" ]; then echo "PORTAL_CERT_VERIFY_FAIL: Root CA не найден"; exit 1; fi; leaf=$(mktemp); trap "rm -f $leaf" EXIT; echo | openssl s_client -connect 127.0.0.1:443 -servername portal.nova.a3.test -showcerts 2>/dev/null | awk "/BEGIN CERTIFICATE/{p=1} p{print} /END CERTIFICATE/{exit}" >"$leaf"; if ! openssl x509 -in "$leaf" -noout -subject -issuer 2>/dev/null; then echo "PORTAL_CERT_VERIFY_FAIL: портал не отдал сертификат"; exit 1; fi; echo "ROOT_CA_FILE=$ca"; if openssl verify -CAfile "$ca" "$leaf"; then echo "PORTAL_CERT_VERIFY_OK"; else echo "PORTAL_CERT_VERIFY_FAIL: chain verification failed"; exit 1; fi'	Фактический сертификат portal.nova.a3.test с TCP/443 успешно проходит openssl verify через найденный Nova A3 Root CA; вывод содержит PORTAL_CERT_VERIFY_OK.	Имена файлов CA и portal certificate не фиксируются; проверяется сертификат, реально используемый web-сервисом.
A3.3.5	A3.3	Portal certificate содержит все обязательные SAN	0.35	admin-a3	ssh root@10.33.40.10 'echo | openssl s_client -connect portal.nova.a3.test:443 -servername portal.nova.a3.test 2>/dev/null | openssl x509 -noout -ext subjectAltName'	В Subject Alternative Name присутствуют все три DNS-имени.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.3.6	A3.3	Portal certificate имеет назначение Server Authentication	0.20	admin-a3	ssh root@10.33.40.10 'pem=$(echo | timeout 8 openssl s_client -connect portal.nova.a3.test:443 -servername portal.nova.a3.test 2>/dev/null); if ! text=$(printf "%s\n" "$pem" | openssl x509 -noout -subject -nameopt RFC2253 -text 2>/dev/null); then echo "PORTAL_CERT_NOT_FOUND"; echo "Причина: TLS-сертификат portal.nova.a3.test:443 не получен или не распознан."; exit 1; fi; subject=$(printf "%s\n" "$text" | sed -n "s/^subject=//p" | head -1); cn=$(printf "%s\n" "$subject" | sed -n "s/.*CN=\([^,]*\).*/\1/p"); echo "PORTAL_CERT_FOUND subject=${subject:-UNKNOWN} CN=${cn:-NOT_PRESENT}"; rc=0; if printf "%s\n" "$text" | grep -Eq "TLS Web Server Authentication|serverAuth"; then echo "PORTAL_EKU_OK serverAuth present"; else echo "PORTAL_EKU_FAIL serverAuth absent"; echo "Причина: сертификат найден, но Extended Key Usage не содержит TLS Web Server Authentication/serverAuth."; rc=1; fi; if printf "%s\n" "$text" | grep -Fq "CA:TRUE"; then echo "PORTAL_BASIC_CONSTRAINTS_FAIL CA:TRUE"; echo "Причина: сертификат портала ошибочно является CA-сертификатом."; rc=1; else echo "PORTAL_BASIC_CONSTRAINTS_OK CA:TRUE absent"; fi; printf "%s\n" "$text" | grep -A3 -E "Extended Key Usage|Basic Constraints" || true; exit "$rc"'	Сначала выводится PORTAL_CERT_FOUND с Subject и CN, подтверждающий получение сертификата. Затем Extended Key Usage должен содержать TLS Web Server Authentication/serverAuth, а Basic Constraints не должен содержать CA:TRUE.	Отсутствие сертификата, отсутствие serverAuth и CA:TRUE выводятся как отдельные причины FAIL.
